b_phi_iqr,b_phi_sd,b_dW_iqr,b_dW_sd,a_zero,M_iqr_phi,M_iqr_dW,n_bins,n_rt,cond,seed
0.4886877090542503,0.5230355891181745,0.4890279008734769,0.5292863406186952,0.03935288721972271,0.9047263650205452,0.926644502314687,11,1046758,C0p,1018
0.4857883298438596,0.5171042946976039,0.5360390741942631,0.5492814877588059,0.13974853058402348,0.9701790336292931,0.926644502314687,11,1046817,C0p,1019
0.049188169016366835,0.2177385564899225,-0.009318344574715776,0.34328178664241343,-0.23083559476266902,0.5890767338705079,0.08563051506538359,10,4276,C2,1000
-0.1341022390134532,0.17171742354266922,-0.18105957987097152,-0.06368551830726472,-0.7638097937257664,0.11952286093343938,-0.16807316136320358,9,4356,C2,1001
0.05698368236737042,0.21444961653479638,0.039315408555737424,0.1079141195532632,0.082750511392453,0.4866553716819934,0.3696969696969697,10,4497,C2,1002
0.0816634404784433,0.2129617221717475,-0.0900482773592531,0.37631690365430315,-0.14947946263651143,0.5620526827876544,0.1768325556625402,10,4353,C2,1003
0.13438779006705387,0.23546713800737337,0.041557085201770025,0.1265099799263499,0.04379814854208023,0.6605782590758164,0.2203706386767634,9,4236,C2,1004
0.17769678194446695,0.319688077457767,-0.01482337144008434,-0.21170053078068413,0.6790551651289223,0.772315083521806,0.19328413556768412,9,3395,C2,1005
0.14825828871959476,0.36305756115112203,0.100082958759752,0.44051669871085336,0.35561034538895947,0.7910398521054723,0.5663061639364588,8,5880,C2,1006
0.14157032083145868,0.25941399579876334,0.25656617987200925,0.6010361761731621,0.13985985759869954,0.6359459499326667,0.6018264882432639,10,3984,C2,1007
0.08004540331358893,0.24679247637229726,0.09502933724693549,0.3757023198959093,0.1858623421124414,0.6546536707079772,0.4217173561228949,8,3966,C2,1008
0.17324432244826735,0.24454615701980748,-0.0363648441646623,0.3274907596213102,0.3074762887792006,0.8899457101438082,0.11715583722580122,9,3174,C2,1009
0.160601455348116,0.24435031322166373,0.034426604716919496,0.45769747782789205,0.17553694240603201,0.6189034039399006,-0.05471149893120582,10,4619,C2,1010
0.16759443032909901,0.31291212498536686,0.2922058580891611,0.3022303289378203,0.02202395561639837,0.8210653934707496,0.9030303030303028,10,4058,C2,1011
0.013176783902229008,0.21469270055356884,-0.18441685626211166,0.19799511888419596,-0.000506400295974567,0.5449492609130662,-0.006060606060606061,10,4281,C2,1012
0.05785021375738369,0.2576490064162616,0.08664321538286196,0.3721436336063139,-0.7489088164298756,0.545544725589981,0.6467181814331598,8,7326,C2,1013
0.053849540881483735,0.23807356563744433,0.07516779322081239,0.10826220353123919,0.07426403922243598,0.47943101330719434,0.6273323266748674,10,4837,C2,1014
0.16347177800261675,0.2561033514228789,0.15836269795079225,0.2983525493089478,0.08037653716617583,0.6213377552190162,0.23636363636363633,10,3481,C2,1015
0.1505500271856131,0.3177949148967813,0.18903246122949455,0.3922246156562017,0.167020961148356,0.6029278668121224,0.6,9,5692,C2,1016
0.028305363808494053,0.17069643567397805,-0.09578517480101197,-0.10496951824514086,-0.1269870412720887,0.5631726535044479,-0.15945371665237182,11,2865,C2,1017
